NAME,SMILES,PROPERTY
DTXSID20625517,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.33426E-06
DTXSID50446656,CC(C)CC(C)(C1=CC=C(OC(F)(F)C(F)F)C=C1)C1=CC=C(OC(F)(F)C(F)F)C=C1,4.83059E-08
DTXSID60507267,FC1=NC(F)(F)C(F)(F)C(F)=C1Cl,0.000114025
DTXSID10547077,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CN1,7.48169E-07
DTXSID20514553,NC1=CC=C(C=C1)C(C(F)(F)F)C(F)(F)F,5.83445E-05
DTXSID70551776,NC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1N,0.000193197
DTXSID90543734,CCN1C2=CC=CC=C2C(N=C1C(F)(F)F)(C(F)(F)F)C(F)(F)F,2.93089E-06
DTXSID6062048,CCN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.79315E-06
DTXSID00381149,FC(C(Cl)C(F)(F)F)C(F)(F)F,0.000172584
DTXSID90663108,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,1.50314E-06
DTXSID10528482,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)SC1=CC=CC=C1,5.50808E-08
DTXSID30558584,OP(=O)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.44212E-05
DTXSID40681079,FC(F)(F)CC(I)(C(F)(F)F)C(F)(F)F,3.69828E-05
DTXSID60239571,CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.000870964
DTXSID90664377,FC(F)(F)C(F)(F)C(=O)N1CCCC1,0.00061235
DTXSID1071907,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.15878E-06
DTXSID90856558,FC1(F)OC(F)(F)C(Br)C1Br,0.000355631
DTXSID50222654,FC1=CC=C(C=C1)C1=C(N=NC2=C(C=NN12)C1=CC=CC=C1)C(=O)C(F)(F)C(F)(F)F,2.92415E-07
DTXSID10556664,OCCOCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,7.09578E-05
DTXSID90613683,NC1=NC2=C(C=C1)C(=CC(=N2)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.35505E-06
DTXSID00373847,CC(C)(C)OC(=O)N=C(C(F)(F)F)C(F)(F)F,9.39723E-05
DTXSID30544381,FC(F)(F)NC(=O)C(C(F)(F)F)C(F)(F)F,0.000235505
DTXSID00634748,OC(C1=CC=C(CBr)C=C1)(C(F)(F)F)C(F)(F)F,1.00231E-05
DTXSID70452855,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,1.37088E-06
DTXSID00378716,FC(F)(F)C(I)(CCl)C(F)(F)F,2.46604E-05
DTXSID10840171,COC(=O)C=CC(F)(F)C(F)(F)C(F)(F)F,0.000121339
DTXSID40833516,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN,5.49541E-05
DTXSID20379982,OC(=O)C(=C)CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.13304E-07
DTXSID10628471,CC(C)C1=NC(=NC=C1C(O)=O)C(F)(F)C(F)(F)F,2.15278E-05
DTXSID40567687,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN,5.06991E-05
DTXSID00822305,CC1=C2N=C(NC2=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)F,4.75335E-07
DTXSID10852855,CC1=CC2=C(SOC2(C(F)(F)F)C(F)(F)F)C=C1,2.10863E-05
DTXSID10448611,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(F)I,3.55631E-05
DTXSID80359942,CCOC1=CC2=C(C=C1)N=C(NC(NC(C)=O)(C(F)(F)F)C(F)(F)F)S2,5.05825E-06
DTXSID9065443,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.80764E-07
DTXSID30506121,FC1(F)C(Cl)=C(I)C(F)(F)C(F)(F)C1(F)F,1.72982E-05
DTXSID40766557,COC(=O)C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.12324E-05
DTXSID40527009,OC(=O)C(F)(F)OC(F)(F)C(F)(F)S(O)(=O)=O,0.00916221
DTXSID00348151,[O-][N+](=O)C1=CC=C(C=C1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,4.13048E-06
DTXSID10451221,FC1(F)CCC(F)(F)C1(F)F,0.000666807
DTXSID20825999,CN1C=CN(C1=S)C(F)(F)C(F)F,0.00158855
DTXSID10789551,CC(C)C1=NC(OC1=O)C(F)(F)C(F)F,0.000371535
DTXSID10760481,NC(=O)C(F)(F)OC(F)(F)C(F)(F)I,0.000358922
DTXSID80544033,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,8.49181E-05
DTXSID50776864,OC(=O)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.03276E-07
DTXSID50184728,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,5.28445E-06
DTXSID90338647,FC(F)(F)C(F)(F)C(F)(F)C(C=C)(C(F)(F)F)C(F)(F)F,1.11429E-05
DTXSID00525021,FC1=C(F)C(F)=C(F)C2=C1C(F)(F)C(F)(Br)C2(F)F,1.01859E-06
DTXSID30507239,CCN(CC(F)(F)C(F)(F)C(F)(F)C(F)F)C1=CC=CC=C1,7.46449E-06
DTXSID80447691,FC(F)(F)C(=C)C(F)(F)C(F)(F)F,0.000112202
DTXSID8031865,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.73151E-06
DTXSID90321099,CC(C)(C)C1=CC2=C(SC(C)(C)OC2(C(F)(F)F)C(F)(F)F)C(=C1)C(O)(C(F)(F)F)C(F)(F)F,5.08159E-08
DTXSID70405563,CCCCCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.55597E-05
DTXSID40382054,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,6.1235E-07
DTXSID90836794,FC(F)(F)C(F)(F)C(F)(F)C(=O)N1C=NN=N1,0.00086896
DTXSID60505420,FC(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)F,0.000131522
DTXSID20207155,FC(F)(F)C(F)(F)C1=NC2=C(N1)C=C(Cl)C=C2,2.33346E-05
DTXSID00575046,OC(=O)C1=CC=C(C=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,1.80302E-05
DTXSID2067329,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS(Cl)(=O)=O,1.33045E-07
DTXSID00369341,OC(=O)C(O)(C(F)(F)F)C(F)(F)F,0.00146555
DTXSID20382274,COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.000323594
DTXSID50601809,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.73151E-06
DTXSID80320071,FC(F)(F)C(OC(=O)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C(F)(F)F,7.56833E-07
DTXSID30368009,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.7227E-06
DTXSID90143177,FC(F)(F)C(=CC1=NC2=CC=CC=C2S1)C(F)(F)F,6.09537E-06
DTXSID70379912,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,4.35512E-07
DTXSID50457681,OC(CBr)(C(F)(F)F)C(F)(F)F,0.000233346
DTXSID60626987,FC(F)(F)C(F)(F)C(F)(F)SCl,5.04661E-05
DTXSID80756058,CNC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.09096E-08
DTXSID00620545,CN(C)C(F)(F)C(F)F,0.0594292
DTXSID50788700,FC(F)(C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.71002E-05
DTXSID20758915,FC(C(Cl)C(F)(Cl)Cl)C(F)(F)C(F)(F)C(F)C(F)(Cl)C(F)(Cl)Cl,9.7499E-07
DTXSID20337466,FC(F)C(F)(F)C(F)(F)C(F)(F)C=O,0.000258821
DTXSID10447346,FC(F)(I)C(F)(F)C#N,0.000570164
DTXSID80834062,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.10204E-05
DTXSID90298459,CC(C)OP(=O)(OC(C)C)C1=C(C(F)(F)C(F)(F)C1(F)F)P(=O)(OC(C)C)OC(C)C,8.18465E-06
DTXSID60821435,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1OCCO1,4.27563E-05
DTXSID40746197,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)ON1C(=O)CCC1=O,1.95884E-06
DTXSID90631064,FC(F)(F)C(=O)OCC(F)(F)C(F)(F)F,9.4189E-05
DTXSID60553683,FC(F)(F)C1(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C1(F)F)C(F)(F)F,3.89045E-06
DTXSID00544914,[Cu+].F[C-](F)C(F)(F)C(F)(F)C(F)(F)F,0.000152757
DTXSID00548578,FC1(F)C2CC2C1(F)F,0.00229087
DTXSID90592601,CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)(F)F,9.48418E-06
DTXSID30560460,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,1.05925E-06
DTXSID80478889,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CN=CC=C1,1.57398E-05
DTXSID10379855,CCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.1272E-07
DTXSID60395803,FCC(F)(F)OC(F)(F)F,0.00134896
DTXSID70695664,CC(F)(C(O)=O)C(F)(F)F,0.0380189
DTXSID70503492,OC(CCCC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,2.01837E-05
DTXSID40593825,CC(COC(=O)C(C)=C)CC(O)(C(F)(F)F)C(F)(F)F,7.87046E-06
DTXSID70840839,FC1(F)CC2=C(C(Cl)=CC=C2)C1(F)F,0.000156675
DTXSID80515849,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,0.0028774
DTXSID40518139,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.23594E-05
DTXSID00292105,CC1=C(SC=C1)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.1749E-05
DTXSID90846772,NC1=C(Br)N=C(OC(C(F)(F)F)C(F)(F)F)C=C1,1.87499E-05
DTXSID80780838,CC1=CC(=NC(=S)N1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.75423E-07
DTXSID10395919,CCCN(CC(O)CO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.86138E-07
DTXSID00766972,OC1=CC=C(C=C1)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1.01859E-05
DTXSID50662975,FC(F)(F)C(F)(F)C(F)(F)CCCCI,8.12831E-06
DTXSID50572121,FC(F)C(F)(F)C(F)(F)C(F)(F)CS(=O)(=O)CC1=CC=CC=C1,6.99842E-06
DTXSID30802039,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC=C,7.85236E-05
DTXSID70551317,OCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.33884E-05
DTXSID90769174,CCOC(=O)C=C(O)C(F)(F)C(F)F,0.00139959
DTXSID00625237,FC(F)C(F)(F)C(F)(F)C(F)I,3.86367E-05
DTXSID30701159,FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)[Si](Cl)(Cl)Cl,8.05378E-07
DTXSID20766550,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC1=NC=CC=N1,0.000136773
DTXSID90825522,OCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)CO,5.50808E-06
DTXSID3059977,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,7.29458E-05
DTXSID20507566,FC(F)(F)C(=C(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,1.60694E-06
DTXSID40143182,FC(F)C(F)(F)S(=O)(=O)C1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,3.58096E-07
DTXSID80813433,FC(F)(F)C1(NN=CC1C#N)C(F)(F)F,7.19449E-05
DTXSID50198289,FC(F)(F)C(F)(F)C(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,3.98107E-07
DTXSID40419354,FC(F)(F)C(F)(F)C1=NC2=C(N1)N=C(Cl)C(Cl)=N2,0.00033266
DTXSID90526668,OCC(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.65597E-05
DTXSID60367282,CC1=CC=CC=C1NC(=O)CCCC(=O)OCC(F)(F)C(F)F,1.57398E-05
DTXSID9070377,CN(CCOC(=O)C=C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.79315E-06
DTXSID80575049,OC(=O)C1=CC(=CC=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,1.8239E-05
DTXSID30377691,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Br,5.87489E-06
DTXSID00561101,FC(F)(F)C(=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,6.54636E-07
DTXSID00563029,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC,3.04088E-05
DTXSID90370981,CC(=O)N1N=C(C(Br)=C1C)C(F)(F)C(F)(F)C(F)(F)F,1.35831E-05
DTXSID2026949,FC(F)=C(F)C(F)(F)F,0.00210378
DTXSID30808495,[O-][N+](=O)C1=CC=C(C=CC(F)(F)C(F)F)C=C1,5.87489E-06
DTXSID90583413,OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,4.05509E-07
DTXSID70631441,FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C(F)(F)C1(F)F,3.75837E-06
DTXSID10196569,FC(F)C(F)(F)OC1CCCCC1,0.000447713
DTXSID00371606,FC(F)(Br)C(F)(F)C(Br)=C,0.00022856
DTXSID20326739,FC(F)(F)C(F)(F)C(F)(F)C(=O)C(=O)C1=CC=CC=C1,3.60579E-05
DTXSID00190950,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.72747E-06
DTXSID90371317,OC(=O)CCC(F)(F)C(F)(F)Br,0.00135519
DTXSID90839967,FC(F)(F)C(F)(F)C(=O)CC(=O)C1=CC2=CC3=CC=CC=C3C=C2C=C1,2.99226E-07
DTXSID60654260,OCCOC(C(F)(F)F)C(F)(F)F,0.00363078
DTXSID50303699,COC1=CC=CC=C1C(=O)C=C(C(F)(F)F)C(F)(F)F,1.04232E-05
DTXSID0059794,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.54993E-07
DTXSID90413483,FC(F)C(F)(F)OC1=CC=CC(=C1)C1=NNC(=S)N1C1=CC(Cl)=CC=C1,3.45144E-07
DTXSID00399941,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC=C,0.00011995
DTXSID60576877,FC(F)(F)C1(OC(F)(I)C(F)(I)O1)C(F)(F)F,4.33511E-05
DTXSID40221959,FC(F)(F)C(F)(F)C(=O)N1C=CN=C1,0.000801678
DTXSID50512406,FC(F)(F)C(F)(F)C(F)(F)SCC1=CC=CC=C1,5.44503E-06
DTXSID50371853,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,3.14051E-06
DTXSID50379819,OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.76058E-05
DTXSID5059874,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.81948E-06
DTXSID50723994,OC(=O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F,0.000113501
DTXSID00529605,CC1=CC=C(C=C1)C(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SC1=CC=CC=C1,1.32739E-08
DTXSID80536675,COC(F)(F)C(F)C(F)(F)OC,0.0015417
DTXSID60851772,OC(CC=C)(C(F)(F)F)C(F)(F)C(F)(Cl)C(F)(F)Cl,0.000123595
DTXSID00837656,CC(C)NCCC(O)(C(F)(F)F)C(F)(F)F,5.63638E-05
DTXSID20606280,NC1=C(C=C(SCC(F)(F)C(F)F)C=C1)[N+]([O-])=O,7.29458E-05
DTXSID3067574,CC(=C)C(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,8.43335E-07
DTXSID70404995,C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.11686E-06
DTXSID90371312,OCCC(F)(F)C(F)(F)Br,0.00207491
DTXSID00371303,FC1(F)C(F)(F)C(F)(F)C(F)(Br)C(F)(F)C1(F)F,3.40408E-05
DTXSID4022369,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,4.74242E-08
DTXSID40378856,FC(F)(F)C(Cl)(CCl)C(F)(F)F,0.00012388
DTXSID80379882,CC(=C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.48886E-06
DTXSID10706485,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,8.33681E-07
DTXSID60338639,FC(F)(F)C1(Br)C(F)(F)C(F)(F)C(F)(F)C1(F)F,3.4435E-05
DTXSID00537669,[O-][N+](=O)C(F)C(F)(F)F,0.0274789
DTXSID50380243,FC(F)C(F)(F)COC(=O)C(F)(F)F,0.000368978
DTXSID40440941,OC(=O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.31108E-07
DTXSID00404882,OCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.000490908
DTXSID80371528,FC(F)(F)C(F)(F)C(F)(F)C(Cl)(C(F)(F)F)C(F)(F)F,1.98609E-05
DTXSID30770784,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CBr,1.10154E-06
DTXSID80382098,FC(F)C(F)(F)OC1=CC=C(OC(F)(F)C(F)F)C=C1,7.32825E-06
DTXSID70437107,NNCC(F)(F)C(F)F,0.0845279
DTXSID50714680,C1CNCCN1.OC(=O)C(F)(F)OC(F)(F)F,0.0164816
DTXSID90276878,NCCSC(O)(C(F)(F)F)C(F)(F)F,0.000465586
DTXSID20276407,NC(F)(F)C(F)(F)C(F)(F)F,0.00213796
DTXSID10285765,CCCC(O)C(F)(F)C(F)(F)C(F)(F)F,0.000116413
DTXSID40827692,FC(=C(F)C(F)(F)F)C1=CC=C(Cl)C=C1,0.000299916
DTXSID30546709,CCSC(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,0.000132434
DTXSID50578244,FC1=C(OCC2=CC=CC=C2)C(F)(F)C(F)(F)C1(F)F,1.42889E-05
DTXSID20816408,CC(=O)C1=CC=CC=C1C(F)(F)C(F)(F)C1=CC=CC=C1,5.02343E-06
DTXSID00813430,FC(F)(F)C1(CC1C(=O)C1=CC=CC=C1)C(F)(F)F,1.31522E-06
DTXSID80564135,CCO[Si](CCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,2.46037E-07
DTXSID5062847,[K+].[O-]S(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,5.91562E-05
DTXSID60631455,C[Si](C)(C)OC(=O)C(C(F)(F)F)C(F)(F)F,4.2462E-05
DTXSID70527451,OC(CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.79887E-06
DTXSID40327400,FC(F)C(F)(F)COP1(=O)OC2=CC=CC=C2O1,0.000178649
DTXSID30457720,FC1=CC=C(C=C1)C(F)(F)C(F)(F)C1=CC=C(F)C=C1,3.13329E-06
DTXSID40436965,FC(F)(F)C(=CC(F)(F)C(F)(F)F)C(F)(F)F,1.8197E-05
DTXSID10182467,CC1=C(OC(F)(F)C(F)F)C=CC(=C1)[N+]([O-])=O,4.44631E-05
DTXSID10598064,FC(F)(F)C1(OC(F)(Cl)C(Cl)(Cl)O1)C(F)(F)F,0.000843335
DTXSID50638594,[Na+].CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,6.79204E-05
DTXSID10450214,FC(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(Cl)Cl,0.000163682
DTXSID90614832,FC1(F)C(=O)C(F)(F)C(F)(F)C(=O)C1(F)F,0.00141579
DTXSID20531189,OC(=O)C(F)(CC=C)C(F)(F)F,0.000860994
DTXSID40161583,OCC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.000208449
DTXSID10516405,FC(F)(F)C1(C=C(SC(=N1)C1=CC=CC=C1)C1=CC=CC=C1)C(F)(F)F,1.18577E-06
DTXSID10379734,FC(F)C(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)F,4.47713E-05
DTXSID7062295,CCCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.48337E-07
DTXSID30840850,CC1=CC(=CC=C1)C1C(F)(F)C1(F)F,0.00018197
DTXSID10143472,[O-][N+](=O)C1=CC=CC(=C1)C(=O)CC(Cl)(C(F)(F)F)C(F)(F)F,1.5417E-06
DTXSID70822130,FC(F)(F)C1(F)C2=CC=CC=C2C(=O)C1(F)F,4.59198E-05
DTXSID3071301,CN(CCCCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.07399E-06
DTXSID00627110,OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.48313E-07
DTXSID90509057,CC(C)(C)C(=O)CC(=O)C(F)(F)OC(F)(F)F,0.000177419
DTXSID80755485,CC(O)=O.OCC(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.23594E-06
DTXSID70184745,CCCCCCCCOC(F)(F)C(F)F,4.09261E-05
DTXSID60826566,FC(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,1.96789E-06
DTXSID60371304,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,3.62243E-06
DTXSID80497939,FC(F)(F)C(SC1CCCC=C1)C(F)(F)F,1.81134E-05
DTXSID40292861,CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.37137E-05
DTXSID10542668,FC#CC(F)(C(F)(F)F)C(F)(F)F,0.000159956
DTXSID70759053,CCCCCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.03704E-06
DTXSID60501321,FC1=C(Cl)C(F)(F)C1(F)F,0.000763836
DTXSID00507665,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COS(Cl)=O,7.36207E-06
DTXSID90804377,FC1=NC(F)=C1C(F)(C(F)(F)F)C(F)(F)F,4.03645E-05
DTXSID40763208,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC1=CC=CC(=C1)C1=CC=CC=C1,2.0893E-08
DTXSID6073651,COC1=NC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(OC(F)(F)C(F)(F)F)C=CC=C2)=N1,1.88365E-05
DTXSID60620122,FCC(F)C(F)C(F)(F)F,0.00094189
DTXSID70385371,FC(F)(F)C(F)(F)C1=NC2=CC=CC=C2NC1=O,3.155E-05
DTXSID50596968,NC1=CC(N)=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,3.74111E-05
DTXSID60474900,OC(CCC(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,2.18776E-07
DTXSID30490112,FC(F)(F)C(F)(F)OC1=CC=C(NC(=O)C2=CN=CC=C2)C=C1,6.0256E-06
DTXSID10747479,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC1CCCCO1)[C@H](CCCCCCCCCSCCCC(F)(F)C(F)(F)F)C(=O)C1=C3C=CC(OC2CCCCO2)=C1,1.11173E-08
DTXSID1071662,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.74985E-06
DTXSID20150874,FC1(F)OC(F)(F)C(F)(F)N(C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,6.45654E-07
DTXSID10556109,[I-].C[N+](C)(C)CC(F)(F)C(F)F,0.42462
DTXSID4075245,FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,9.61612E-05
DTXSID80570256,NC1=CC=C(OC(F)(F)C(F)C(F)(F)F)C=C1,1.49624E-05
DTXSID20787023,FC(F)(F)C(F)(F)C1=NNC(=NN1)C1=CC=C(Cl)C=C1,4.28549E-06
DTXSID60371783,FC(F)OCC(F)(F)C(F)F,0.00506991
DTXSID30469525,CCCNC1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,1.51008E-05
DTXSID80723341,[O-][N+](=O)C1=C(C=O)C=CC(=C1)C(F)(F)C(F)(F)F,1.04713E-05
DTXSID80527447,CCNCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.66807E-06
DTXSID60852340,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CC(=O)C1=CC=CC=C1,3.4914E-06
DTXSID80569246,FC(C(F)=C(Cl)Cl)C(F)(F)F,0.000158125
DTXSID70516406,FC(F)(F)C1(C=C(SC(=N1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1)C(F)(F)F,4.79733E-07
